frame,keypoints
20,"[[0.3868723511695862, 0.4554356336593628, 0.04183292016386986], [0.3609439730644226, 0.4959847927093506, 0.0586266927421093], [0.39054298400878906, 0.45004522800445557, 0.041812118142843246], [0.3780437111854553, 0.47657275199890137, 0.03131471574306488], [0.4501996636390686, 0.5430368185043335, 0.02392062358558178], [0.4003196656703949, 0.7080609202384949, 0.006692813243716955], [0.39823997020721436, 0.45787668228149414, 0.01426754891872406], [0.47378969192504883, 0.7251346111297607, 0.007812087889760733], [0.46335744857788086, 0.3839973211288452, 0.00998589675873518], [0.5488498210906982, 0.6214236617088318, 0.008957109414041042], [0.3328036963939667, 0.030883636325597763, 0.06581294536590576], [0.35431933403015137, 0.5887966156005859, 0.059057362377643585], [0.35867494344711304, 0.46125203371047974, 0.0664333626627922], [0.3727031648159027, 0.518418550491333, 0.008507740683853626], [0.37220844626426697, 0.4795737862586975, 0.010979139246046543], [0.5658209323883057, 0.49156150221824646, 0.008185617625713348], [0.5469266176223755, 0.5239526629447937, 0.01575838215649128]]"
21,"[[0.3868515193462372, 0.4554445445537567, 0.042336490005254745], [0.3609265089035034, 0.4960201382637024, 0.05921017378568649], [0.3904954791069031, 0.4500125050544739, 0.04228399321436882], [0.3779493570327759, 0.47669050097465515, 0.03169144317507744], [0.450006365776062, 0.542674720287323, 0.024077951908111572], [0.40009254217147827, 0.7080211639404297, 0.006755146663635969], [0.39813411235809326, 0.457763671875, 0.014309349469840527], [0.4735456705093384, 0.725524365901947, 0.0079148318618536], [0.46323031187057495, 0.38398250937461853, 0.010014764964580536], [0.5488617420196533, 0.621529221534729, 0.008972828276455402], [0.3327670991420746, 0.030921582132577896, 0.06561709195375443], [0.3542019724845886, 0.5890026092529297, 0.058861494064331055], [0.35861992835998535, 0.46126458048820496, 0.06643972545862198], [0.37266862392425537, 0.5184618234634399, 0.008526009507477283], [0.3722115159034729, 0.4795648753643036, 0.011024958454072475], [0.5657863616943359, 0.4916163384914398, 0.008210579864680767], [0.5468608140945435, 0.5239832401275635, 0.015789398923516273]]"
22,"[[0.38701435923576355, 0.4555630385875702, 0.042777884751558304], [0.3611069619655609, 0.4960709512233734, 0.05941231548786163], [0.39066439867019653, 0.4501512944698334, 0.04244383051991463], [0.3781280517578125, 0.4766572117805481, 0.03181367367506027], [0.45014142990112305, 0.5428010821342468, 0.02414366602897644], [0.4001442790031433, 0.7078949213027954, 0.0067412699572741985], [0.3982967138290405, 0.45776960253715515, 0.01441933587193489], [0.4737177789211273, 0.7252771258354187, 0.007840324193239212], [0.4633353650569916, 0.38410577178001404, 0.010081669315695763], [0.5490595102310181, 0.6215946078300476, 0.008982009254395962], [0.3328430652618408, 0.030963223427534103, 0.06516298651695251], [0.35417160391807556, 0.5888363718986511, 0.058820437639951706], [0.3587445914745331, 0.461242139339447, 0.06640448421239853], [0.3727230429649353, 0.5183701515197754, 0.008555371314287186], [0.3722795844078064, 0.47965866327285767, 0.01103555504232645], [0.5658997297286987, 0.49158498644828796, 0.008243488147854805], [0.5470108985900879, 0.5239886045455933, 0.015841450542211533]]"
23,"[[0.3869667053222656, 0.45558226108551025, 0.04288215935230255], [0.361061155796051, 0.4960750937461853, 0.05952410772442818], [0.39061033725738525, 0.4501795470714569, 0.04251808673143387], [0.37804001569747925, 0.47667908668518066, 0.03187450394034386], [0.45008349418640137, 0.5426899194717407, 0.024145862087607384], [0.4000459611415863, 0.7079007625579834, 0.006735012400895357], [0.39819812774658203, 0.4577638506889343, 0.014380356296896935], [0.47367799282073975, 0.7253788709640503, 0.007829251699149609], [0.4632992446422577, 0.38415250182151794, 0.010091561824083328], [0.5490409135818481, 0.6216241121292114, 0.008975396864116192], [0.3328309953212738, 0.030961966142058372, 0.06525421142578125], [0.3541681170463562, 0.5888949036598206, 0.05875179171562195], [0.35869818925857544, 0.46125489473342896, 0.0663437470793724], [0.37265920639038086, 0.5183688402175903, 0.008553129620850086], [0.3722308278083801, 0.4796871542930603, 0.011026564985513687], [0.5658796429634094, 0.4916346073150635, 0.008226907812058926], [0.546985387802124, 0.5240433812141418, 0.015866760164499283]]"
24,"[[0.38700661063194275, 0.4551849365234375, 0.042309392243623734], [0.36107200384140015, 0.4957091510295868, 0.059092458337545395], [0.39066362380981445, 0.44975483417510986, 0.0424581840634346], [0.3780791163444519, 0.4763662815093994, 0.03177135810256004], [0.4502435624599457, 0.5424247980117798, 0.024139083921909332], [0.4000502824783325, 0.7079126238822937, 0.006689487025141716], [0.3982705771923065, 0.4576488435268402, 0.01437371876090765], [0.4736529588699341, 0.725801408290863, 0.00789199210703373], [0.463383287191391, 0.38409262895584106, 0.010005408897995949], [0.5489680171012878, 0.6217272281646729, 0.008964745327830315], [0.3327692151069641, 0.0309365913271904, 0.06558826565742493], [0.35416561365127563, 0.5891294479370117, 0.05846019461750984], [0.3586733043193817, 0.46142780780792236, 0.0662800669670105], [0.3726230263710022, 0.5183222889900208, 0.008478161878883839], [0.3722103238105774, 0.47958192229270935, 0.010968313552439213], [0.5657772421836853, 0.49167296290397644, 0.008144697174429893], [0.5468653440475464, 0.5241068601608276, 0.01573244296014309]]"
25,"[[0.38706764578819275, 0.4550645351409912, 0.04226163029670715], [0.36110419034957886, 0.49563926458358765, 0.059360213577747345], [0.3907034397125244, 0.4496326446533203, 0.0425928495824337], [0.3780937194824219, 0.47633570432662964, 0.03191259503364563], [0.45020973682403564, 0.5423331260681152, 0.024103960022330284], [0.40008533000946045, 0.707824170589447, 0.006792322266846895], [0.3982691764831543, 0.4575044512748718, 0.014419552870094776], [0.47357797622680664, 0.7254754900932312, 0.007871082052588463], [0.463306725025177, 0.3842005729675293, 0.010036095976829529], [0.5488055944442749, 0.6217031478881836, 0.008953233249485493], [0.33272790908813477, 0.031016606837511063, 0.06546556204557419], [0.35432514548301697, 0.5891379714012146, 0.05868794769048691], [0.358787477016449, 0.46138548851013184, 0.0663834884762764], [0.37270671129226685, 0.5182822346687317, 0.008521548472344875], [0.3722604215145111, 0.4795837998390198, 0.010996747761964798], [0.5656530261039734, 0.49166011810302734, 0.008114618249237537], [0.546707034111023, 0.5241795778274536, 0.015763016417622566]]"
26,"[[0.38691362738609314, 0.4555361866950989, 0.04228641092777252], [0.36099672317504883, 0.49604082107543945, 0.05906154215335846], [0.39055126905441284, 0.450141042470932, 0.04207785800099373], [0.37799638509750366, 0.4766508936882019, 0.03152274712920189], [0.45009422302246094, 0.5429622530937195, 0.023944813758134842], [0.4002721309661865, 0.7078796625137329, 0.006803049705922604], [0.39817267656326294, 0.4579125642776489, 0.01428370550274849], [0.47377705574035645, 0.7250796556472778, 0.007852146402001381], [0.4633309543132782, 0.38410016894340515, 0.009995085187256336], [0.5488162040710449, 0.6215895414352417, 0.008967728354036808], [0.3327693045139313, 0.03099275752902031, 0.06536033749580383], [0.35428327322006226, 0.588808000087738, 0.05892467498779297], [0.3586944043636322, 0.46123597025871277, 0.06641808897256851], [0.37262341380119324, 0.518415093421936, 0.008539635688066483], [0.3721541166305542, 0.4796927571296692, 0.010987556539475918], [0.5658341646194458, 0.49150189757347107, 0.008190871216356754], [0.546901524066925, 0.5240164995193481, 0.015744801610708237]]"
27,"[[0.3870268762111664, 0.45561397075653076, 0.042874619364738464], [0.3610931634902954, 0.4960881173610687, 0.05937785655260086], [0.39064812660217285, 0.4502205550670624, 0.04235653951764107], [0.3779638409614563, 0.4766998291015625, 0.03178432211279869], [0.4501192271709442, 0.5428435802459717, 0.02399979718029499], [0.4001197814941406, 0.7079619765281677, 0.0067492215894162655], [0.3981398046016693, 0.45779484510421753, 0.01429856475442648], [0.47369498014450073, 0.7253167033195496, 0.00787130557000637], [0.463352769613266, 0.3841951787471771, 0.010067843832075596], [0.5489181876182556, 0.621684730052948, 0.00897601805627346], [0.3328853249549866, 0.030928295105695724, 0.06448303908109665], [0.35426995158195496, 0.5890514850616455, 0.058761999011039734], [0.35876020789146423, 0.46128684282302856, 0.06628420948982239], [0.37253981828689575, 0.5184312462806702, 0.008510639891028404], [0.3720855414867401, 0.4797924757003784, 0.01094935555011034], [0.5658533573150635, 0.4916428029537201, 0.00817008689045906], [0.5469343662261963, 0.5240983963012695, 0.01579553633928299]]"
28,"[[0.3870220184326172, 0.45546674728393555, 0.042665522545576096], [0.3610958755016327, 0.49596065282821655, 0.05927661061286926], [0.39065107703208923, 0.45006033778190613, 0.04240426793694496], [0.37796470522880554, 0.476590096950531, 0.031764958053827286], [0.4501304030418396, 0.5426883697509766, 0.024035481736063957], [0.40008068084716797, 0.7079264521598816, 0.006771707907319069], [0.3981282711029053, 0.45775091648101807, 0.014289761893451214], [0.4737066626548767, 0.7253343462944031, 0.00786120630800724], [0.4633486866950989, 0.3840988278388977, 0.010037871077656746], [0.5488521456718445, 0.6217294335365295, 0.008965376764535904], [0.33284950256347656, 0.030937504023313522, 0.06517335027456284], [0.3542415499687195, 0.5890254378318787, 0.05875219404697418], [0.3587192893028259, 0.46131595969200134, 0.06632358580827713], [0.37254592776298523, 0.5184308290481567, 0.008511912077665329], [0.3721018433570862, 0.47977226972579956, 0.010957279242575169], [0.5658320784568787, 0.49164628982543945, 0.008169112727046013], [0.5469090938568115, 0.5241207480430603, 0.01578913815319538]]"
29,"[[0.3869158625602722, 0.4554494023323059, 0.04239958897233009], [0.36098963022232056, 0.4959886074066162, 0.05927647650241852], [0.3905339241027832, 0.4500390291213989, 0.042289603501558304], [0.3779056668281555, 0.4766998291015625, 0.031722888350486755], [0.45009514689445496, 0.5426417589187622, 0.024020077660679817], [0.40019580721855164, 0.7078286409378052, 0.0068731955252587795], [0.39812979102134705, 0.457668274641037, 0.014299613423645496], [0.4737705886363983, 0.7252842783927917, 0.007891458459198475], [0.4633028507232666, 0.38410910964012146, 0.009977529756724834], [0.5487843155860901, 0.621766209602356, 0.00897957943379879], [0.33274394273757935, 0.03102814219892025, 0.06518816202878952], [0.3543245792388916, 0.5889872908592224, 0.058891262859106064], [0.35872480273246765, 0.4612571597099304, 0.06643131375312805], [0.3725811839103699, 0.5183783173561096, 0.008520367555320263], [0.3721201419830322, 0.4796627163887024, 0.010971417650580406], [0.5657992959022522, 0.4915609359741211, 0.008164879865944386], [0.5468600988388062, 0.5241016149520874, 0.015739696100354195]]"
30,"[[0.38695240020751953, 0.4556822180747986, 0.042278267443180084], [0.3610302805900574, 0.4962536096572876, 0.058789826929569244], [0.39059826731681824, 0.45027458667755127, 0.041843194514513016], [0.37794870138168335, 0.47681841254234314, 0.031338877975940704], [0.45016881823539734, 0.5429614782333374, 0.023916713893413544], [0.4002279043197632, 0.7079393863677979, 0.006799081806093454], [0.3980756402015686, 0.4578622579574585, 0.014171067625284195], [0.47381317615509033, 0.7252660989761353, 0.007835443131625652], [0.46337801218032837, 0.38403719663619995, 0.009947831742465496], [0.5488404035568237, 0.6216831207275391, 0.008973128162324429], [0.3327762484550476, 0.030949696898460388, 0.06524490565061569], [0.35425812005996704, 0.588974118232727, 0.058871109038591385], [0.35867613554000854, 0.4613010287284851, 0.06642241030931473], [0.37258872389793396, 0.5185016989707947, 0.008510135114192963], [0.37212038040161133, 0.4797947406768799, 0.010922216810286045], [0.5658376812934875, 0.4915200173854828, 0.008163420483469963], [0.5469120740890503, 0.5240317583084106, 0.015691272914409637]]"
31,"[[0.3868967890739441, 0.4556123614311218, 0.04278011620044708], [0.3609941005706787, 0.4961642026901245, 0.059674814343452454], [0.3904982805252075, 0.4502275884151459, 0.04245837777853012], [0.3778398931026459, 0.476916640996933, 0.031877897679805756], [0.44997042417526245, 0.5427411198616028, 0.02405671589076519], [0.40009546279907227, 0.7077977657318115, 0.006899029016494751], [0.3980277478694916, 0.45771512389183044, 0.014290516264736652], [0.47375044226646423, 0.7254147529602051, 0.007906658574938774], [0.46325692534446716, 0.3841303586959839, 0.009997813031077385], [0.5488728284835815, 0.6217578053474426, 0.00900095421820879], [0.332768976688385, 0.031004806980490685, 0.06534391641616821], [0.35441356897354126, 0.5890269875526428, 0.05878125876188278], [0.35878631472587585, 0.4613097310066223, 0.06647544354200363], [0.37264248728752136, 0.5182880759239197, 0.0085726547986269], [0.3721665143966675, 0.4797224700450897, 0.01100569125264883], [0.5658032894134521, 0.49152514338493347, 0.008209364488720894], [0.5468646883964539, 0.5240812301635742, 0.01575264148414135]]"
32,"[[0.3870253562927246, 0.4559627175331116, 0.04351033642888069], [0.3611319065093994, 0.49645984172821045, 0.059726882725954056], [0.3906141221523285, 0.4505934417247772, 0.04252881556749344], [0.3780188262462616, 0.4771954417228699, 0.032056525349617004], [0.449949711561203, 0.543093204498291, 0.024083605036139488], [0.40015316009521484, 0.7078363299369812, 0.006842894479632378], [0.3981073796749115, 0.4579734206199646, 0.014376489445567131], [0.47378772497177124, 0.7252387404441833, 0.007846623659133911], [0.46325668692588806, 0.384209007024765, 0.010105680674314499], [0.5488576889038086, 0.6217098236083984, 0.008960886858403683], [0.33283865451812744, 0.030970454216003418, 0.06478069722652435], [0.3543633222579956, 0.5889220237731934, 0.05879995599389076], [0.3587649464607239, 0.46126043796539307, 0.06632283329963684], [0.37260496616363525, 0.5183243751525879, 0.008596476167440414], [0.372162401676178, 0.47975099086761475, 0.011023778468370438], [0.5658091306686401, 0.49147552251815796, 0.00821826420724392], [0.5468672513961792, 0.5240376591682434, 0.015724213793873787]]"
33,"[[0.38692769408226013, 0.4558473229408264, 0.043199557811021805], [0.3610498309135437, 0.4963531494140625, 0.05979187786579132], [0.3905298411846161, 0.4504701495170593, 0.042494893074035645], [0.3779517412185669, 0.4770706593990326, 0.031961072236299515], [0.45002710819244385, 0.5429391860961914, 0.024174906313419342], [0.4001021385192871, 0.7076646089553833, 0.0068680280819535255], [0.3980715274810791, 0.4578714072704315, 0.014347167685627937], [0.47360968589782715, 0.7253099679946899, 0.00776720093563199], [0.4632340669631958, 0.3841736316680908, 0.010040275752544403], [0.5490248203277588, 0.6216944456100464, 0.008959067054092884], [0.3327462077140808, 0.03105880878865719, 0.0650486946105957], [0.35435542464256287, 0.5890027284622192, 0.05873723328113556], [0.35874924063682556, 0.4612690210342407, 0.06640156358480453], [0.3726128339767456, 0.5183190107345581, 0.008592361584305763], [0.3721504807472229, 0.4797590374946594, 0.011015956290066242], [0.5658690333366394, 0.4914272725582123, 0.008237696252763271], [0.5469292402267456, 0.5240156650543213, 0.015800023451447487]]"
34,"[[0.38698267936706543, 0.45578062534332275, 0.0425289161503315], [0.36110174655914307, 0.49626287817955017, 0.058765001595020294], [0.3906409442424774, 0.4504033923149109, 0.041874125599861145], [0.3780900835990906, 0.4768012762069702, 0.0313907116651535], [0.45029520988464355, 0.5431569814682007, 0.02399957925081253], [0.4002785384654999, 0.7078015804290771, 0.006724853068590164], [0.39818593859672546, 0.4580240845680237, 0.014253364875912666], [0.47372812032699585, 0.7250996828079224, 0.007680942304432392], [0.4634125828742981, 0.38412314653396606, 0.009984181262552738], [0.5489999651908875, 0.6216162443161011, 0.008924204856157303], [0.33275771141052246, 0.030996372923254967, 0.06523504853248596], [0.35423171520233154, 0.5889217853546143, 0.05882813408970833], [0.35865360498428345, 0.46130868792533875, 0.06632040441036224], [0.372537225484848, 0.518466591835022, 0.008503276854753494], [0.37206554412841797, 0.47980958223342896, 0.010916865430772305], [0.5659220218658447, 0.4914311170578003, 0.008185727521777153], [0.5469930768013, 0.5239968299865723, 0.015752118080854416]]"
35,"[[0.3869510889053345, 0.45576316118240356, 0.042521145194768906], [0.3610575199127197, 0.4962853193283081, 0.05910512059926987], [0.39058443903923035, 0.450370728969574, 0.04193846508860588], [0.37798595428466797, 0.4768855571746826, 0.031480781733989716], [0.45020171999931335, 0.5430564284324646, 0.023995157331228256], [0.40024906396865845, 0.7077269554138184, 0.006804935168474913], [0.3981083631515503, 0.4578903615474701, 0.014228778891265392], [0.47365590929985046, 0.7250966429710388, 0.007716754917055368], [0.4633522033691406, 0.3841089904308319, 0.009971792809665203], [0.5489585399627686, 0.6216327548027039, 0.008942262269556522], [0.33274567127227783, 0.031008770689368248, 0.06528028100728989], [0.3543543815612793, 0.5889828205108643, 0.058868806809186935], [0.3587273955345154, 0.461264431476593, 0.06639765948057175], [0.37258824706077576, 0.5184747576713562, 0.008531621657311916], [0.37209150195121765, 0.4798204302787781, 0.010927791707217693], [0.5658717751502991, 0.4914061427116394, 0.008190135471522808], [0.5469295978546143, 0.5239818096160889, 0.015750570222735405]]"
36,"[[0.3870505094528198, 0.4555710256099701, 0.04224708303809166], [0.3611748218536377, 0.4960174560546875, 0.05850658938288689], [0.39072781801223755, 0.4502114951610565, 0.041818637400865555], [0.3781556487083435, 0.47655078768730164, 0.03129563108086586], [0.4504427909851074, 0.5431129932403564, 0.023942267522215843], [0.40038901567459106, 0.7077902555465698, 0.006665350403636694], [0.39825639128685, 0.4579956531524658, 0.014258911833167076], [0.47376593947410583, 0.7249635457992554, 0.007607702165842056], [0.46345481276512146, 0.38413748145103455, 0.009968997910618782], [0.5489713549613953, 0.6215851306915283, 0.008894269354641438], [0.3327696621417999, 0.031002994626760483, 0.06527125835418701], [0.37326574325561523, 0.5714105367660522, 0.0606481097638607], [0.358674019575119, 0.46133431792259216, 0.06627645343542099], [0.37246912717819214, 0.518439531326294, 0.008470009081065655], [0.37201952934265137, 0.4798046052455902, 0.010887623764574528], [0.5659192800521851, 0.4914568066596985, 0.008151405490934849], [0.5469834208488464, 0.5240311622619629, 0.01571810059249401]]"
37,"[[0.3871529996395111, 0.4557778537273407, 0.043688975274562836], [0.3612770736217499, 0.49619829654693604, 0.06023868918418884], [0.39074692130088806, 0.45044785737991333, 0.04282455891370773], [0.37804174423217773, 0.4769781827926636, 0.03226453438401222], [0.45011067390441895, 0.542920708656311, 0.024247461929917336], [0.40011709928512573, 0.7076413631439209, 0.006860587280243635], [0.3981289565563202, 0.45780879259109497, 0.014429938979446888], [0.47363561391830444, 0.7252644896507263, 0.007734845858067274], [0.4633207321166992, 0.38439783453941345, 0.010113654658198357], [0.5490416288375854, 0.6216911673545837, 0.008934996090829372], [0.3328714966773987, 0.03097565472126007, 0.06465962529182434], [0.3543822765350342, 0.5890741348266602, 0.05867747589945793], [0.3588738441467285, 0.46127891540527344, 0.06624487787485123], [0.37251704931259155, 0.5182309150695801, 0.008592053316533566], [0.372102826833725, 0.4798496961593628, 0.010990495793521404], [0.5658740401268005, 0.4914345443248749, 0.008192458190023899], [0.5469126105308533, 0.5240770578384399, 0.015788108110427856]]"
38,"[[0.3870302140712738, 0.4554904103279114, 0.04295656830072403], [0.36118680238723755, 0.49592339992523193, 0.05966669321060181], [0.3906547427177429, 0.45014476776123047, 0.0426415354013443], [0.37808793783187866, 0.4766760468482971, 0.03201946243643761], [0.4502207636833191, 0.5428529977798462, 0.024163344874978065], [0.4002971351146698, 0.7076563835144043, 0.006796486210078001], [0.3982170522212982, 0.4578205943107605, 0.014414133504033089], [0.4737101197242737, 0.7250904440879822, 0.007683373987674713], [0.4633154273033142, 0.3842647671699524, 0.010011649690568447], [0.5497861504554749, 0.6008985638618469, 0.008607578463852406], [0.3327644467353821, 0.03106587752699852, 0.06534567475318909], [0.3733678460121155, 0.5714046359062195, 0.060754064470529556], [0.35874423384666443, 0.46125778555870056, 0.06628931313753128], [0.3724861741065979, 0.5182435512542725, 0.008549629710614681], [0.3720737397670746, 0.4797021746635437, 0.010985872708261013], [0.5658743381500244, 0.4914049804210663, 0.008186982944607735], [0.5469075441360474, 0.5240533351898193, 0.015751155093312263]]"
39,"[[0.38701874017715454, 0.4555184841156006, 0.04260321334004402], [0.3611425757408142, 0.4960283637046814, 0.05944248288869858], [0.3906422257423401, 0.45015189051628113, 0.04230111837387085], [0.3780081272125244, 0.4767404794692993, 0.03174576535820961], [0.45021551847457886, 0.5428177118301392, 0.024089662358164787], [0.4002242088317871, 0.7076260447502136, 0.006845888681709766], [0.39814043045043945, 0.45774585008621216, 0.01430355291813612], [0.4736124873161316, 0.7251986265182495, 0.007714955136179924], [0.46335408091545105, 0.38416239619255066, 0.009962035343050957], [0.5497967600822449, 0.6008893251419067, 0.008620715700089931], [0.33274561166763306, 0.031054966151714325, 0.06520441919565201], [0.3544005751609802, 0.5889990925788879, 0.05877537280321121], [0.3587956130504608, 0.4612363576889038, 0.06636849045753479], [0.3725607097148895, 0.5183024406433105, 0.008540160953998566], [0.3721093535423279, 0.47975635528564453, 0.010945737361907959], [0.5658513307571411, 0.4913937747478485, 0.008180363103747368], [0.5468900203704834, 0.524024486541748, 0.015729526057839394]]"
40,"[[0.3870200514793396, 0.455319344997406, 0.04268278181552887], [0.3611818552017212, 0.49574539065361023, 0.059522416442632675], [0.3906668424606323, 0.44997748732566833, 0.04262874275445938], [0.3780921697616577, 0.4764593541622162, 0.03190375119447708], [0.45025619864463806, 0.5426613688468933, 0.02413346618413925], [0.4002852141857147, 0.7076675295829773, 0.006770928390324116], [0.39821791648864746, 0.45780307054519653, 0.01438595075160265], [0.4737398326396942, 0.7250584363937378, 0.007702716626226902], [0.4633462429046631, 0.3842451274394989, 0.009985379874706268], [0.5498191118240356, 0.6009324789047241, 0.00860194955021143], [0.33275702595710754, 0.03106643259525299, 0.06525135785341263], [0.3732970952987671, 0.5713655948638916, 0.06057243421673775], [0.3586866855621338, 0.4612783193588257, 0.06626199930906296], [0.37248751521110535, 0.5182245969772339, 0.008541198447346687], [0.3720864951610565, 0.47969767451286316, 0.010988167487084866], [0.5658948421478271, 0.49147772789001465, 0.008179519325494766], [0.5469294786453247, 0.5241037011146545, 0.01575171761214733]]"
41,"[[0.38700538873672485, 0.4555581212043762, 0.04273591935634613], [0.3611474633216858, 0.4960411489009857, 0.05968068167567253], [0.3906329274177551, 0.45019954442977905, 0.04243383929133415], [0.3780357837677002, 0.47675105929374695, 0.03182594105601311], [0.45018598437309265, 0.5427793264389038, 0.024127772077918053], [0.40028709173202515, 0.7075664401054382, 0.006887616124004126], [0.39816439151763916, 0.4577499330043793, 0.014346007257699966], [0.4737345576286316, 0.7250916361808777, 0.007716567721217871], [0.46330440044403076, 0.3842061161994934, 0.009974570944905281], [0.5498251914978027, 0.6009190082550049, 0.008628485724329948], [0.3327544927597046, 0.031050484627485275, 0.06530401855707169], [0.3734210431575775, 0.5713505744934082, 0.06083063408732414], [0.35880035161972046, 0.4612276554107666, 0.06640825420618057], [0.37262439727783203, 0.518241286277771, 0.00857612956315279], [0.37217819690704346, 0.4797261357307434, 0.010993128642439842], [0.5658694505691528, 0.4914010763168335, 0.008195280097424984], [0.5469098091125488, 0.5240222811698914, 0.015748130157589912]]"
